id,nombre,apellidos,edad,salario,deudas,retencionFuente,cargo,correo,telefono
890,Juan Pablo,Aguilar Delgado,29,3791757,True,3.17,Arquitecto,314856563
334,Fabiola,Jiménez Ruiz,18,5668238,True,2.51,Desarrollador,315693329
756,Lorenzo,Medina Ortega,28,12644991,False,0.92,Intermedio,308045929
142,Alma,Castro Soto,38,14771131,True,1.27,Arquitecto,326565440
946,Tomás,Valenzuela Ríos,22,3891850,False,3.55,Avanzado,334932009
1400,Roberto,Reyes Rivera,42,14133041,False,9.28,Desarrollador,312698939
1207,Juan Pablo,Torres Morales,38,11699862,False,8.0,Intermedio,331156443
1136,Marina,Vargas Molina,34,5286354,True,0.38,Arquitecto,316048687
1076,Selene,Jiménez Ruiz,31,3202107,True,7.23,Intermedio,308744506
893,Víctor,Medina Ortega,27,4800354,True,8.6,Desarrollador,338990387
1581,Rogelio,Vargas Molina,24,9927808,True,7.21,Desarrollador,335326763
1298,Eduardo,Ruiz Espinosa,24,10556780,True,1.71,Intermedio,309906353
1822,Teresa,Cordero Acosta,47,12361996,False,1.27,Intermedio,331156443
691,Raquel,Morales Pérez,49,13561718,True,1.52,Junior,303800669
198,Elena,Vargas Torres,46,14266496,False,8.91,Intermedio,305910821
1050,Rosa,Patiño Ceron,20,13647740,False,9.13,Intermedio,328301572
392,Mariano,Díaz Herrera,31,8229022,True,2.72,Desarrollador,336424584
1957,Jesús,Ríos Rojas,19,13765445,True,6.5,Desarrollador,323607712
840,Simón,Torres Morales,44,13590679,True,1.86,Intermedio,327880066
199,Miriam,Mejia Tobon,28,4975021,False,3.29,Junior,318975656
1801,Sylvia,Ríos Rojas,29,11317992,False,8.89,Intermedio,308045929
1232,Daniel,Díaz Herrera,32,3181458,True,9.02,Arquitecto,301165494
1665,Diego,Espinosa Herrera,29,4932995,False,4.67,Intermedio,315226314
355,Carla,Jiménez Ruiz,39,5354950,False,0.26,Avanzado,336785801
46,Diana,Jara Silva,23,9222692,False,7.55,Arquitecto,325752126
1989,Ruth,Vargas Molina,18,9927546,False,0.98,Avanzado,329035787
1092,Adrián,Pérez González,46,11762981,True,7.01,Arquitecto,308255537
241,Elisa,Navarro Cordero,40,6025755,False,0.92,Junior,329035787
426,Marcos,Jara Silva,41,14396269,True,4.94,Avanzado,318975656
1755,Marisol,Rodríguez Martínez,50,4586245,False,7.01,Avanzado,308744506
641,Ruth,Navarro Cordero,45,4351588,False,8.83,Intermedio,327814237
534,Hugo,Jara Silva,26,4530305,True,4.55,Junior,319966724
1798,Alejandra,Soto Romero,21,3795670,False,3.85,Arquitecto,324825733
770,Luisa,Giraldo Pacheco,42,7943119,True,6.16,Avanzado,331781835
698,Fernando,Patiño Ceron,21,6226389,False,9.25,Intermedio,331781835
661,Ramón,Torres Morales,50,7317974,True,2.75,Desarrollador,315693329
328,Roxana,Pérez González,21,12452361,False,7.62,Arquitecto,326597842
995,Jesús,Díaz Herrera,27,13315870,True,8.55,Junior,308051136
1834,Valeria,Ceron Restrepo,19,14401215,True,5.27,Desarrollador,303800669
666,Sebastián,Delgado Valenzuela,27,6042809,True,7.5,Intermedio,324790359
1762,Armando,Castro Soto,48,10487367,True,8.16,Avanzado,325322980
1715,Joaquín,Díaz Herrera,37,7882881,False,0.95,Desarrollador,304442897
894,Gonzalo,Delgado Valenzuela,31,5830799,False,0.7,Arquitecto,319966724
1791,Cecilia,Jiménez Ruiz,23,5682881,True,3.9,Intermedio,312244732
1023,Natalie,Silva Rojas,30,8485777,False,7.18,Junior,336785801
610,Alejandro,Jara Silva,44,8381355,False,6.25,Arquitecto,327880066
1399,Andrés,Jiménez Ruiz,18,6735323,False,7.5,Avanzado,323607712
701,Eduardo,Acosta Aguilar,43,10510612,True,6.13,Desarrollador,304442897
1405,Linda,Jara Silva,33,11729974,False,8.85,Junior,327860472
1947,Valentina,González Fernández,32,8465289,True,6.47,Avanzado,312244732
1631,Lorena,Giraldo Pacheco,43,9060807,False,7.57,Arquitecto,309467299
212,Eduardo,Medina Ortega,42,6167794,True,0.93,Junior,311120866
1542,Sofía,Gallego Henao,35,6802072,False,4.41,Desarrollador,338907440
132,Raúl,Campos Mendoza,25,3338301,True,6.47,Junior,323103945
35,Ricardo,Espinosa Herrera,42,9983332,False,6.24,Avanzado,306348747
816,Alicia,Ceron Restrepo,42,3822930,False,5.53,Junior,335326763
1769,Francisco,Castro Soto,47,14082593,False,4.72,Intermedio,327814237
78,Fabiola,Giraldo Pacheco,38,5683101,False,7.96,Intermedio,309906353
1077,Lourdes,Navarro Cordero,32,8394860,True,7.78,Desarrollador,323607712
415,Selene,Acosta Aguilar,34,7314504,False,6.9,Avanzado,325917474
1459,Hernán,Reyes Rivera,50,8452303,True,5.99,Desarrollador,335326763
1934,Verónica,Espinosa Herrera,34,5559807,True,0.4,Desarrollador,306623656
358,María Elena,Soto Romero,42,13819798,True,2.9,Arquitecto,308126436
903,Luis Miguel,Torres Morales,21,8691994,False,7.81,Arquitecto,325786277
597,Fernando,Hernandez Pulgarin,47,10518878,True,8.45,Avanzado,339135269
962,Patricia,Ceron Restrepo,30,13823923,True,5.85,Intermedio,327814237
1256,Mariana,Acosta Aguilar,42,5326804,False,6.67,Desarrollador,335646315
1842,Eduardo,Jara Silva,24,12603297,False,8.5,Desarrollador,325079221
1682,Leonardo,Paredes Jiménez,46,10412827,True,7.64,Intermedio,335630349
1941,Álvaro,Torres Morales,37,7982292,False,4.75,Avanzado,311055863
1512,Marisol,Soto Romero,28,12963364,False,4.41,Junior,329326917
1116,Susana,Paredes Jiménez,36,12644726,True,1.84,Intermedio,312722281
618,Elsa,Paredes Romero,21,6738538,True,5.66,Avanzado,335630349
479,Elsa,Patiño Ceron,37,13400608,False,0.77,Avanzado,333552383
466,Federico,Aguilar Delgado,34,12109638,True,3.25,Desarrollador,311055863
1031,Tomás,Ríos Rojas,42,14871545,False,0.29,Arquitecto,306348747
1030,Julián,González Fernández,48,9057973,True,7.13,Avanzado,308045929
1010,Mariano,Vargas Molina,34,13137789,True,3.95,Arquitecto,324438547
1617,Natalie,Giraldo Pacheco,50,5394947,False,5.15,Desarrollador,327814237
1749,Ariel,López Fernández,27,10353810,False,10.0,Avanzado,318005074
1787,Esteban,Morales Pérez,44,13231947,True,7.68,Junior,335646315
1668,Natalie,Ochoa Ospina,22,12150220,False,1.56,Intermedio,333657021
1606,Martín,Ceron Restrepo,46,11750828,False,1.12,Avanzado,311260842
449,Pilar,Rodríguez Martínez,46,5681461,True,7.63,Avanzado,316628259
1496,Marcos,Acosta Aguilar,49,10764250,False,4.28,Intermedio,324438547
1575,Gloria,Aguilar Delgado,36,6090938,True,9.25,Arquitecto,319047525
900,Esther,Castro Soto,39,5773115,True,0.96,Junior,304213606
198,María Elena,Delgado Valenzuela,46,12686499,True,0.23,Arquitecto,335473332
364,Ernesto,Giraldo Pacheco,38,13710600,False,2.07,Intermedio,301165494
274,Selene,Torres Morales,22,7592014,False,1.56,Junior,318975656
1992,Susana,Torres Morales,34,8530699,True,6.75,Junior,339219329
1317,Ramón,Ruiz Espinosa,36,12785843,True,5.76,Intermedio,316510808
202,Sofía,Castro Soto,32,13626480,False,3.1,Arquitecto,313031560
1516,Armando,Mendoza Jara,24,9690082,True,7.44,Arquitecto,301480959
564,Natalia,Vargas Molina,39,8267237,False,4.35,Avanzado,339497552
531,Armando,Araya Bravo,42,11053678,True,1.62,Junior,324937816
1789,Diana,Hernandez Pulgarin,21,13509025,False,4.41,Avanzado,327466628
1439,Valeria,López Fernández,40,3675496,False,8.4,Intermedio,324937816
869,Raúl,Pérez González,33,8591808,True,8.03,Intermedio,338907440
568,Gabriela,Rojas Vargas,23,14503455,False,6.02,Intermedio,329035787
1244,Lorenzo,Vargas Molina,30,12829378,True,7.92,Avanzado,332707078
1096,Rosa,Henao Carvajal,42,5402046,True,2.96,Junior,338907440
1642,Hernán,Campos Mendoza,47,3504393,True,5.72,Arquitecto,302250636
1519,Lorenzo,Rojas Vargas,31,13876005,True,4.67,Junior,333552383
23,Victoria,González Fernández,25,6642352,False,0.75,Arquitecto,311055863
1853,Carlos,Mejia Tobon,26,10490921,True,5.4,Arquitecto,306586235
1257,Carlos,Acosta Aguilar,19,13579679,True,3.31,Junior,331847489
639,Guillermo,Araya Bravo,47,13289362,True,1.88,Avanzado,325079221
393,Alicia,Mejis Yepez,32,6217156,False,7.38,Junior,314856563
412,Alex,Rodríguez Martínez,39,8464582,True,4.08,Arquitecto,315226314
1181,Julián,Soto Romero,34,3119419,False,4.32,Junior,309467299
1084,Esteban,Mendoza Jara,25,3371315,False,6.98,Junior,316628259
1029,Ruth,Navarro Cordero,27,7549287,False,5.25,Desarrollador,325917474
309,Virginia,Navarro Cordero,32,11911961,True,6.09,Arquitecto,304442897
1835,Amparo,Gallego Henao,25,13099065,True,9.18,Avanzado,324866538
1024,Isabel,Campos Mendoza,18,10469627,True,4.92,Desarrollador,317916910
1572,Alex,Díaz Herrera,37,5543877,False,3.32,Arquitecto,313794721
1943,Ángel,Vargas Molina,27,9779695,True,7.93,Intermedio,327466628
1066,Óscar,Paredes Romero,50,13168889,False,4.44,Desarrollador,336343003
1777,Diego,Pérez González,35,3727874,False,0.69,Desarrollador,326251316
1482,Joaquín,Bravo Campos,44,9108173,True,0.79,Intermedio,302250636
604,Cristóbal,Soto Romero,33,4236315,False,8.01,Avanzado,302250636
1251,Elsa,Paredes Jiménez,49,3984997,False,3.68,Desarrollador,324866538
848,Héctor,Herrera Navarro,21,11438253,False,3.23,Avanzado,324790359
1518,Elisa,Ríos Rojas,28,7986055,False,1.31,Junior,337628116
538,Erick,Vargas Molina,29,12601489,True,2.05,Arquitecto,316125965
187,Marta,Jara Silva,40,5518443,True,9.34,Arquitecto,312208163
701,Mauricio,Patiño Ceron,44,10287670,True,7.02,Junior,315693329
976,Ramón,Ochoa Ospina,35,7662555,True,4.73,Desarrollador,318629660
1370,Mariano,Ramirez Torres,47,12364046,True,5.51,Arquitecto,318629660
458,Alicia,Herrera Navarro,33,5086833,False,7.74,Arquitecto,331726846
1299,Lorenzo,Aguilar Delgado,20,8669465,False,8.19,Avanzado,324866538
1979,Joaquín,Acosta Aguilar,30,3967958,True,0.7,Arquitecto,306623656
1327,Ruth,González Fernández,46,3179788,True,0.77,Avanzado,312167897
1644,Alejandra,González Fernández,19,11932661,True,1.29,Intermedio,312244732
547,Miriam,Sánchez López,31,5180046,True,8.52,Desarrollador,311055863
1712,Iván,Vargas Molina,27,7531031,True,3.85,Avanzado,327814237
1685,Alberto,Gallego Henao,32,8364956,False,5.03,Junior,303800669
1913,Luis,Pérez González,33,9809184,False,4.91,Arquitecto,308045929
1485,Diego,Pérez González,20,9646125,False,6.4,Junior,325752126
1790,Alberto,Araya Bravo,42,3628203,True,5.33,Avanzado,308045929
1454,Laura,Mendoza Jara,28,8694368,False,7.09,Avanzado,312698939
1256,Natalia,Rojas Vargas,22,11524294,True,4.38,Arquitecto,336343003
1835,Ricardo,Pérez González,37,4643624,False,5.37,Intermedio,325917474
756,Martín,Hernandez Pulgarin,19,3779693,True,1.42,Intermedio,314856563
1706,Joaquín,Silva Rojas,30,6824946,False,7.43,Arquitecto,339219329
1155,Daniela,Jara Silva,36,12521842,True,5.17,Junior,312722281
1783,Eugenia,Medina Ortega,38,6222318,True,1.79,Arquitecto,331847489
233,Marta,Pérez González,40,3294234,False,1.62,Desarrollador,318975656
1908,Mariana,Paredes Jiménez,37,11081297,True,2.86,Intermedio,324438547
743,Marisol,Reyes Rivera,26,4249699,False,3.21,Intermedio,327466628
181,Nancy,Torres Morales,32,5885070,True,0.96,Avanzado,328301572
939,Elvira,Torres Morales,26,3253886,False,2.42,Junior,325917474
1563,Gustavo,Delgado Valenzuela,22,4034747,False,1.3,Junior,323103945
913,Elsa,Espinosa Herrera,48,9125925,True,3.85,Intermedio,316628259
1312,Luis Miguel,Jara Silva,19,6884272,True,1.75,Junior,311260842
814,Paola,Ramirez Torres,45,13259154,True,3.7,Desarrollador,316048687
234,Julián,Torres Morales,28,9335747,False,3.25,Junior,311055863
193,Natalie,Jiménez Ruiz,50,5272874,False,1.32,Junior,336785801
159,Liliana,Pérez González,37,4495549,False,3.05,Desarrollador,312167897
1786,Alma,Torres Morales,34,5270160,True,3.38,Desarrollador,312722281
271,Pilar,Ramirez Torres,36,11897263,False,5.95,Avanzado,328491061
1770,Inés,Díaz Herrera,26,6810796,True,3.48,Desarrollador,327880066
516,Juan,Cordero Acosta,38,3079415,True,6.11,Arquitecto,325079221
732,Camila,Delgado Valenzuela,20,3142642,True,5.01,Desarrollador,308255537
1501,Mateo,Gallego Henao,39,3425296,True,2.62,Intermedio,327466628
1416,Sergio,Reyes Rivera,40,10817335,False,6.39,Desarrollador,326565440
1079,Santiago,Campos Mendoza,39,6636186,False,3.93,Intermedio,338990387
1927,César,Morales Pérez,33,9893493,False,3.62,Desarrollador,331156443
1628,Susana,Espinosa Herrera,20,8582169,True,2.75,Desarrollador,313093317
933,Gloria,Cordero Acosta,22,6211860,True,6.47,Avanzado,309906353
1979,Rocio,Rojas Vargas,30,7929171,False,2.1,Junior,308255537
194,Julián,Ríos Rojas,44,8743971,True,6.86,Intermedio,335630349
444,Nicolás,Vargas Molina,27,14600970,True,8.34,Desarrollador,301480959
88,Mariana,Delgado Valenzuela,41,11953998,True,2.95,Desarrollador,325786277
379,Luisana,Navarro Cordero,24,11810395,True,1.17,Avanzado,336424584
1026,Walter,Ruiz Espinosa,42,13444854,True,2.31,Junior,319047525
1950,Camilo,Herrera Navarro,29,9192724,False,1.38,Desarrollador,329326917
1672,Eduardo,Rojas Vargas,32,9541809,True,7.96,Desarrollador,329326917
407,Gabriela,Jara Silva,21,3931259,False,9.83,Arquitecto,335646315
110,Iván,Cordero Acosta,42,4451249,True,6.29,Avanzado,316510808
477,Patricia,Navarro Cordero,21,7711982,False,6.43,Junior,308744506
1478,Nicolás,Paredes Jiménez,20,11963180,True,9.72,Desarrollador,315226314
1115,Diego,Mejis Yepez,40,4831510,True,8.71,Arquitecto,314856563
1902,Sandra,Giraldo Pacheco,31,4838706,False,6.39,Desarrollador,318005074
22,Juan,Rojas Vargas,43,8491997,False,4.83,Intermedio,309467299
1903,Verónica,Acosta Aguilar,38,11665854,False,4.09,Intermedio,302969219
741,Eduardo,Ochoa Ospina,18,8725061,True,5.08,Avanzado,327880066
1317,Ariel,Torres Morales,45,7563550,True,0.95,Avanzado,312698939
917,Emilio,Mendoza Jara,19,5771260,True,8.54,Desarrollador,308255537
650,Paula,Ríos Rojas,28,8904017,False,0.23,Desarrollador,302969219
29,Felipe,Ochoa Ospina,38,3922815,False,6.34,Junior,316125965
1510,Alex,Navarro Cordero,43,3261417,True,3.21,Intermedio,339135269
768,Ernesto,Ramirez Torres,46,13831189,False,2.4,Arquitecto,309906353
4,Hernán,Castro Soto,35,13742558,True,7.3,Intermedio,336785801
1040,Juan Pablo,Pérez González,18,12372544,False,6.19,Intermedio,309470013
928,Lucía,Jiménez Ruiz,26,14576752,True,1.05,Junior,332707078
572,Carolina,Henao Carvajal,31,12596329,False,8.07,Junior,301165494
1538,Joaquín,Araya Bravo,20,8335142,False,4.0,Arquitecto,324866538
387,Armando,Araya Bravo,27,4833519,False,0.65,Intermedio,313031560
1130,Patricia,Reyes Rivera,34,6645917,False,7.91,Arquitecto,336424584
78,Teresa,Silva Rojas,35,12323593,True,6.08,Avanzado,328301572
1786,Marcos,Ramirez Torres,38,4988426,False,0.18,Arquitecto,334428609
1892,Adriana,Navarro Cordero,24,10416512,True,1.58,Arquitecto,311260842
1864,Marina,Jiménez Ruiz,48,7675186,True,3.06,Junior,324438547
1381,Edgar,Campos Mendoza,34,11728818,False,2.05,Arquitecto,307955912
984,Verónica,Gallego Henao,32,12159268,True,6.18,Intermedio,308255537
1117,Mariana,Rodríguez Martínez,23,14829641,True,5.71,Intermedio,306623656
1202,Cristian,Acosta Aguilar,19,11530717,False,5.85,Desarrollador,336557553
1395,Jesús,Campos Mendoza,39,3774699,True,1.62,Desarrollador,306348747
1294,Alicia,Ramirez Torres,43,8609638,True,3.47,Junior,331847489
1986,Susana,Vargas Molina,27,13456674,True,2.66,Avanzado,306623656
656,Juan Pablo,Navarro Cordero,26,7473215,True,1.6,Avanzado,308051136
1862,Eduardo,Jara Silva,20,9422276,True,4.63,Junior,317916910
1014,Hugo,Torres Morales,25,4439193,False,5.28,Junior,329035787
66,Esteban,Morales Pérez,37,10242144,False,6.93,Desarrollador,306008925
1579,Camila,Campos Mendoza,29,5112797,False,5.67,Desarrollador,318629660
941,Gabriela,Soto Romero,25,10540321,False,1.51,Junior,319966724
1723,Ximena,Rojas Vargas,18,7596076,False,5.18,Desarrollador,329035787
673,Rafael,Ríos Rojas,50,6236328,True,8.08,Intermedio,332416850
1650,Cecilia,Delgado Valenzuela,29,10564539,True,1.6,Avanzado,316048687
764,José Miguel,Gallego Henao,37,7487257,True,4.84,Desarrollador,323607712
301,Ana,López Fernández,43,10548927,False,1.86,Intermedio,336371350
1485,Marta,Medina Ortega,18,3673094,False,6.02,Intermedio,337628116
738,Clara,Torres Morales,22,10804628,False,6.27,Junior,319047525
1740,Elisa,Hernandez Pulgarin,35,9449464,True,1.35,Desarrollador,315226314
1149,Hugo,Delgado Valenzuela,41,4936089,True,0.67,Desarrollador,315693329
1279,Alicia,Aguilar Delgado,24,10638011,True,7.8,Avanzado,335630349
1095,Miriam,Mendoza Jara,20,14459041,False,0.25,Junior,336343003
1280,Rosa,Díaz Herrera,43,6354802,False,7.82,Desarrollador,338907440
717,Hugo,Delgado Valenzuela,29,3367825,False,3.32,Avanzado,331781835
679,Alma,Aguilar Delgado,39,4472084,True,8.22,Desarrollador,325917474
458,Pamela,Patiño Ceron,31,14747197,False,8.24,Desarrollador,308051136
564,Verónica,Vargas Molina,35,13097901,False,4.48,Junior,316125965
1901,José Miguel,Morales Pérez,27,6722917,False,5.0,Junior,312167897
687,Rosa,Jiménez Ruiz,31,7908561,False,1.05,Intermedio,327097099
906,Yolanda,Campos Mendoza,22,13208892,True,2.66,Avanzado,325917474
1933,Luis,Ceron Restrepo,39,7106354,True,4.95,Junior,327880066
332,Yolanda,Paredes Jiménez,46,9298149,False,3.23,Junior,336785801
126,María,Paredes Jiménez,40,6681748,False,5.33,Arquitecto,308255537
1520,César,Espinosa Herrera,46,14033719,True,8.62,Desarrollador,312208163
406,Fabiola,Araya Bravo,44,14280298,False,9.85,Desarrollador,336424584
1482,Raquel,Torres Morales,47,13247794,True,8.15,Junior,313031560
1066,Alicia,Araya Bravo,21,7415228,True,6.69,Avanzado,325786277
89,Susana,Espinosa Herrera,31,13264599,False,9.61,Avanzado,313093317
1467,Elsa,López Fernández,20,3946474,True,2.79,Desarrollador,319047525
1668,Federico,Espinosa Herrera,26,5745742,False,1.13,Desarrollador,339219329
1703,Marcela,Patiño Ceron,29,14376755,True,3.7,Desarrollador,334932009
1531,Guillermo,Herrera Navarro,31,14752497,True,4.71,Desarrollador,327814237
262,Eduardo,Hernandez Pulgarin,19,6367455,True,9.14,Desarrollador,324438547
1799,Fernando,Sánchez López,45,3275321,False,6.84,Arquitecto,327860472
631,Pamela,Silva Rojas,47,7679737,False,3.32,Junior,335473332
1685,Yolanda,Torres Morales,20,4235178,True,3.94,Junior,327814237
1788,Jesús,Delgado Valenzuela,34,13729728,False,6.75,Arquitecto,311690843
263,Liliana,Medina Ortega,47,14272840,True,1.99,Avanzado,329035787
1637,Eugenia,Ramirez Torres,43,13345680,False,8.75,Intermedio,335473332
1289,Magdalena,Rojas Vargas,32,5639819,False,8.16,Junior,335473332
983,Samuel,Acosta Aguilar,18,8040083,False,5.95,Intermedio,312167897
546,Linda,Mendoza Jara,26,5370333,False,2.2,Desarrollador,328301572
94,Inés,Mendoza Jara,28,5834921,False,6.45,Desarrollador,311055863
540,Laura,Mejis Yepez,35,3384127,False,4.34,Desarrollador,301165494
1599,Ramón,Campos Mendoza,34,4756226,True,2.85,Avanzado,316628259
966,Fernando,Pérez González,41,6089447,True,3.3,Desarrollador,306623656
410,Liliana,Delgado Valenzuela,50,6212380,False,8.63,Arquitecto,325079221
968,Cristóbal,Reyes Rivera,35,13771097,True,3.86,Avanzado,336785801
1145,Raquel,Rojas Vargas,19,3522448,False,5.48,Arquitecto,313031560
1418,Gonzalo,Jiménez Ruiz,32,14714954,False,4.96,Desarrollador,313794721
1893,Martha,Castro Soto,50,10462912,False,3.61,Avanzado,301165494
369,Camilo,Ceron Restrepo,50,12227612,True,0.66,Desarrollador,304213606
61,María Elena,Campos Mendoza,40,14644485,False,1.99,Intermedio,301480959
1044,Iván,Ramirez Torres,19,4930486,False,5.61,Intermedio,303800669
1582,Roxana,Molina Araya,39,9457641,True,7.26,Junior,331156443
1614,Diego,Ochoa Ospina,49,6832605,True,9.88,Arquitecto,331156443
1006,Eva,Ochoa Ospina,20,6990956,False,6.29,Avanzado,324937816
1128,Luis Miguel,Molina Araya,47,8053614,False,8.29,Avanzado,337628116
246,José,Giraldo Pacheco,49,7256402,False,5.75,Intermedio,311055863
1863,Joaquín,Vargas Molina,21,4439584,False,9.49,Arquitecto,334932009
669,Simón,Ruiz Espinosa,39,3361410,True,6.26,Intermedio,312408592
1305,Fabián,Medina Ortega,36,8542421,False,6.62,Avanzado,325322980
1697,Claudia,Pérez González,33,8008270,False,8.31,Intermedio,327814237
778,Julio,Navarro Cordero,28,14088332,False,2.73,Arquitecto,312722281
280,Andrés,Rojas Vargas,32,10154540,True,3.02,Intermedio,316048687
203,Gisela,Acosta Aguilar,33,14258163,True,6.91,Arquitecto,327044559
25,Cecilia,Delgado Valenzuela,45,12871368,False,9.74,Junior,313031560
1537,Laura,Pérez González,26,4489988,False,0.52,Avanzado,312244732
16,Nancy,Medina Ortega,39,8872045,True,7.8,Junior,333552383
20,Jorge,Espinosa Herrera,38,8289396,False,4.81,Desarrollador,329326917
1940,Yolanda,Reyes Rivera,21,14548730,False,4.5,Intermedio,311260842
1612,Julián,Ríos Rojas,35,10513268,True,8.74,Avanzado,314856563
1694,Laura,Sánchez López,46,8790414,False,5.74,Avanzado,313794721
1643,Erick,Paredes Romero,48,10915564,True,0.61,Arquitecto,336371350
1384,Lorenzo,Patiño Ceron,35,4648319,False,5.56,Desarrollador,325079221
426,Sebastián,Rojas Vargas,22,11381812,True,2.18,Junior,325322980
923,Sylvia,Soto Romero,21,11651303,False,4.65,Junior,339135269
1732,Roberto,Gallego Henao,34,4912315,False,1.93,Avanzado,317916910
963,Magdalena,Vargas Torres,46,7225148,True,6.55,Desarrollador,307955912
540,Omar,Delgado Valenzuela,19,6966585,False,8.5,Arquitecto,325752126
440,Patricia,Vargas Molina,46,9971373,False,5.58,Desarrollador,309470013
1780,Fernando,Aguilar Delgado,46,14735453,True,5.33,Junior,302969219
1327,María,Acosta Aguilar,42,6184736,False,2.57,Avanzado,326597842
1082,Omar,Rojas Vargas,39,10477547,True,1.38,Junior,339497552
173,Sebastián,Rojas Vargas,47,14635609,False,7.86,Desarrollador,324937816
1186,Silvia,Mejis Yepez,27,12579520,False,6.1,Desarrollador,335630349
207,Jesús,Torres Morales,23,5711454,False,8.45,Intermedio,334932009
514,Ricardo,Mejia Tobon,50,14722891,False,2.8,Avanzado,318005074
1361,Raúl,Delgado Valenzuela,21,10992766,True,6.09,Intermedio,318629660
1215,Alberto,Medina Ortega,35,3767610,False,6.74,Junior,324790359
101,Juan,Castro Soto,40,10556094,True,5.79,Desarrollador,332707078
50,Valentina,Díaz Herrera,19,3062381,True,2.5,Intermedio,304442897
1395,Liliana,Paredes Romero,35,3249892,False,9.5,Desarrollador,301322584
1524,Lorenzo,Medina Ortega,30,12097717,True,5.97,Desarrollador,326565440
136,Nicolás,Ramirez Torres,33,10385521,True,1.84,Intermedio,324937816
934,Patricia,Ruiz Espinosa,35,11203997,True,9.95,Arquitecto,336343003
496,Luis Miguel,Rojas Vargas,49,8339373,False,5.37,Avanzado,336424584
1874,Gisela,Ochoa Ospina,46,12308258,True,1.62,Avanzado,327044559
724,Juan,Silva Rojas,43,4164058,False,9.66,Arquitecto,313093317
596,Lourdes,Vargas Molina,34,14479647,False,1.31,Desarrollador,327814237
1230,Natalia,Ochoa Ospina,25,3064176,True,2.23,Desarrollador,314856563
1960,Diego,Mejia Tobon,41,13147326,True,5.58,Intermedio,335646315
1232,Felipe,Rojas Vargas,37,11282660,True,0.22,Avanzado,309467299
1891,Julia,Torres Morales,27,9771577,True,3.91,Avanzado,328491061
1274,Samuel,Valenzuela Ríos,49,7376612,True,0.45,Junior,306586235
1581,Rogelio,Medina Ortega,44,13551948,True,3.4,Intermedio,326597842
1294,Nadia,Rodríguez Sánchez,26,13356134,True,0.68,Junior,335646315
1310,Leonardo,Herrera Navarro,21,7988580,True,7.48,Desarrollador,301322584
18,Rogelio,Castro Soto,30,10048105,False,2.87,Arquitecto,325752126
1666,Ricardo,Torres Morales,44,13742031,True,2.73,Arquitecto,327097099
949,Sebastián,Navarro Cordero,20,13377410,False,9.53,Arquitecto,306586235
466,Aurora,Ramirez Torres,35,13767167,True,5.11,Avanzado,327880066
981,Javier,Castro Soto,33,4259528,True,4.24,Desarrollador,326565440
869,Gustavo,Vargas Molina,42,4792887,True,4.46,Intermedio,335473332
264,Patricia,González Fernández,43,4605543,True,2.26,Junior,324937816
118,Alejandra,Rojas Vargas,49,4493437,False,9.48,Avanzado,304213606
403,Joaquín,Espinosa Herrera,40,6706799,False,1.11,Desarrollador,303800669
579,Claudia,Pérez González,27,3554584,True,4.15,Intermedio,308126436
731,Cristóbal,Gallego Henao,37,3836478,True,0.91,Avanzado,306008925
1556,Amparo,Rodríguez Martínez,40,12695538,True,7.64,Desarrollador,311260842
